x_m,y_m,w_tr_right_m,w_tr_left_m
-3.052968,0.979200,0.7091,0.7091
-3.004310,0.960183,0.7291,0.7291
-2.955523,0.941455,0.6992,0.6992
-2.906600,0.923109,0.7091,0.7091
-2.857535,0.904255,0.7291,0.7291
-2.808324,0.886723,0.7194,0.7194
-2.758960,0.868637,0.7492,0.7492
-2.709438,0.850958,0.7591,0.7591
-2.659753,0.834646,0.7291,0.7291
-2.609898,0.817826,0.7492,0.7492
-2.559867,0.801343,0.7591,0.7591
-2.509657,0.785173,0.7291,0.7291
-2.459259,0.770277,0.7492,0.7492
-2.408670,0.755650,0.7591,0.7591
-2.357883,0.741270,0.7291,0.7291
-2.306892,0.728100,0.7591,0.7591
-2.255693,0.714268,0.7689,0.7689
-2.204279,0.699752,0.7991,0.7991
-2.153629,0.685398,0.7689,0.7689
-2.102870,0.671069,0.7991,0.7991
-2.052000,0.655755,0.8091,0.8091
-2.002000,0.639429,0.7689,0.7689
-1.952000,0.622933,0.7991,0.7991
-1.902000,0.605251,0.8091,0.8091
-1.852000,0.586352,0.7991,0.7991
-1.802000,0.566201,0.8091,0.8091
-1.752000,0.546612,0.8091,0.8091
-1.702000,0.526683,0.7991,0.7991
-1.652000,0.506490,0.8189,0.8189
-1.602000,0.486114,0.8091,0.8091
-1.552000,0.465634,0.8189,0.8189
-1.502000,0.444143,0.8091,0.8091
-1.452000,0.422589,0.8091,0.8091
-1.402000,0.401048,0.8189,0.8189
-1.352000,0.379596,0.7991,0.7991
-1.302000,0.357438,0.8189,0.8189
-1.252000,0.334650,0.7991,0.7991
-1.202000,0.312170,0.8091,0.8091
-1.152000,0.290070,0.7689,0.7689
-1.102000,0.268421,0.7991,0.7991
-1.052000,0.246423,0.8189,0.8189
-1.002000,0.225128,0.7991,0.7991
-0.952000,0.203619,0.8091,0.8091
-0.902000,0.182832,0.7689,0.7689
-0.852000,0.161962,0.7991,0.7991
-0.802000,0.141070,0.7894,0.7894
-0.752000,0.121086,0.8091,0.8091
-0.702000,0.102069,0.8189,0.8189
-0.652000,0.082224,0.7991,0.7991
-0.602000,0.062590,0.8292,0.8292
-0.552000,0.042346,0.7894,0.7894
-0.502000,0.022523,0.7992,0.7992
-0.452000,0.003277,0.8091,0.8091
-0.401130,-0.016223,0.7991,0.7991
-0.350371,-0.034957,0.8292,0.8292
-0.298851,-0.053765,0.8594,0.8594
-0.246679,-0.071638,0.8295,0.8295
-0.193959,-0.089422,0.8394,0.8394
-0.141666,-0.106116,0.8492,0.8492
-0.088918,-0.121591,0.8091,0.8091
-0.035815,-0.136708,0.8189,0.8189
0.016674,-0.150474,0.8389,0.8389
0.069438,-0.162774,0.7992,0.7992
0.122382,-0.174476,0.8091,0.8091
0.175414,-0.184604,0.8189,0.8189
0.227574,-0.194034,0.8189,0.8189
0.279759,-0.201796,0.8091,0.8091
0.331881,-0.207794,0.8000,0.8000
0.382989,-0.212917,0.8000,0.8000
0.433982,-0.216206,0.7894,0.7894
0.484781,-0.217575,0.7592,0.7592
0.535307,-0.217924,0.7291,0.7291
0.584616,-0.216307,0.7091,0.7091
0.633618,-0.213633,0.6992,0.6992
0.683110,-0.208962,0.6894,0.6894
0.732912,-0.202228,0.6295,0.6295
0.782849,-0.194353,0.6197,0.6197
0.832751,-0.183538,0.6098,0.6098
0.882454,-0.170709,0.6000,0.6000
0.931801,-0.155926,0.5500,0.5500
0.980639,-0.139251,0.5500,0.5500
1.028820,-0.120749,0.5598,0.5598
1.076204,-0.100488,0.5197,0.5197
1.122656,-0.077554,0.5295,0.5295
1.168044,-0.052887,0.4894,0.4894
1.212246,-0.025577,0.5094,0.5094
1.255142,0.002448,0.4894,0.4894
1.296619,0.032965,0.4894,0.4894
1.336570,0.065023,0.4695,0.4695
1.374894,0.098541,0.4598,0.4598
1.411494,0.133434,0.4900,0.4900
1.446280,0.169615,0.4598,0.4598
1.479168,0.206993,0.4598,0.4598
1.510077,0.245475,0.4598,0.4598
1.538936,0.284850,0.4598,0.4598
1.565675,0.325890,0.4695,0.4695
1.590233,0.366642,0.4394,0.4394
1.612554,0.408856,0.4795,0.4795
1.632586,0.452426,0.4697,0.4697
1.650284,0.495394,0.5098,0.5098
1.665609,0.538520,0.5098,0.5098
1.678527,0.582561,0.5000,0.5000
1.689010,0.626534,0.5098,0.5098
1.697035,0.670324,0.5197,0.5197
1.702585,0.714681,0.5795,0.5795
1.705648,0.759486,0.5894,0.5894
1.706220,0.804623,0.5992,0.5992
1.704300,0.848116,0.6192,0.6192
1.699894,0.891697,0.6192,0.6192
1.693013,0.934372,0.6095,0.6095
1.683674,0.976996,0.6397,0.6397
1.671900,1.019445,0.6698,0.6698
1.657719,1.060719,0.7000,0.7000
1.641164,1.101675,0.7000,0.7000
1.622276,1.142181,0.7000,0.7000
1.601099,1.182108,0.7398,0.7398
1.577685,1.221441,0.7398,0.7398
1.552089,1.260164,0.7797,0.7797
1.524375,1.297277,0.7894,0.7894
1.494609,1.333631,0.7592,0.7592
1.462866,1.369095,0.7991,0.7991
1.429223,1.403649,0.8189,0.8189
1.393767,1.437275,0.7991,0.7991
1.356587,1.468970,0.8389,0.8389
1.317780,1.499584,0.8594,0.8594
1.277446,1.529965,0.8292,0.8292
1.235694,1.558241,0.8389,0.8389
1.192636,1.585259,0.8189,0.8189
1.148391,1.610886,0.8389,0.8389
1.103084,1.635098,0.8492,0.8492
1.056844,1.657991,0.8091,0.8091
1.009806,1.680526,0.8189,0.8189
0.962112,1.702686,0.7991,0.7991
0.913909,1.723585,0.8091,0.8091
0.864365,1.743322,0.7689,0.7689
0.814505,1.762866,0.7991,0.7991
0.763506,1.781334,0.8189,0.8189
0.711417,1.799697,0.7991,0.7991
0.658290,1.817946,0.8189,0.8189
0.605165,1.835205,0.7991,0.7991
0.551233,1.852449,0.8091,0.8091
0.496557,1.869675,0.7991,0.7991
0.442188,1.886011,0.7689,0.7689
0.387328,1.902441,0.8091,0.8091
0.332051,1.918096,0.7992,0.7992
0.276436,1.933962,0.7894,0.7894
0.221547,1.949172,0.8295,0.8295
0.166601,1.964716,0.8189,0.8189
0.111686,1.980600,0.8091,0.8091
0.057879,1.995965,0.8189,0.8189
0.004406,2.011804,0.8389,0.8389
-0.048631,2.027261,0.8295,0.8295
-0.101130,2.042462,0.8189,0.8189
-0.152000,2.057535,0.8492,0.8492
-0.202000,2.072606,0.8389,0.8389
-0.252870,2.087803,0.8189,0.8189
-0.303629,2.103253,0.8591,0.8591
-0.354279,2.119082,0.8389,0.8389
-0.404823,2.135304,0.8189,0.8189
-0.455263,2.151932,0.8389,0.8389
-0.505604,2.168107,0.8189,0.8189
-0.555847,2.185695,0.8091,0.8091
-0.605996,2.203723,0.8389,0.8389
-0.656052,2.223074,0.8189,0.8189
-0.706020,2.242781,0.8091,0.8091
-0.755902,2.263727,0.8389,0.8389
-0.805700,2.284947,0.8189,0.8189
-0.855418,2.307330,0.8389,0.8389
-0.905058,2.329911,0.8189,0.8189
-0.954624,2.353584,0.8591,0.8591
-1.004117,2.377386,0.8389,0.8389
-1.053541,2.401342,0.8689,0.8689
-1.102899,2.425476,0.8591,0.8591
-1.152193,2.450682,0.8788,0.8788
-1.201427,2.476002,0.8788,0.8788
-1.250602,2.501349,0.9089,0.9089
-1.299723,2.525766,0.8788,0.8788
-1.348791,2.551130,0.9089,0.9089
-1.397810,2.576484,0.9089,0.9089
-1.446782,2.600871,0.9089,0.9089
-1.495711,2.626169,0.9089,0.9089
-1.544598,2.650550,0.8788,0.8788
-1.593448,2.674908,0.9089,0.9089
-1.642262,2.700138,0.8788,0.8788
-1.691043,2.724412,0.9089,0.9089
-1.739795,2.748624,0.8689,0.8689
-1.788520,2.771813,0.8788,0.8788
-1.837222,2.794870,0.8591,0.8591
-1.885902,2.818688,0.8689,0.8689
-1.934563,2.841435,0.8788,0.8788
-1.983209,2.864987,0.8492,0.8492
-2.031843,2.888384,0.7992,0.7992
-2.080466,2.910665,0.7591,0.7591
-2.129082,2.933706,0.7091,0.7091
-2.177695,2.956546,0.6892,0.6892
-2.226305,2.978226,0.6494,0.6494
-2.274918,2.999635,0.6397,0.6397
-2.323534,3.021667,0.5998,0.5998
-2.372157,3.042489,0.5600,0.5600
-2.420791,3.063978,0.5600,0.5600
-2.469437,3.085173,0.5298,0.5298
-2.518098,3.105114,0.5395,0.5395
-2.566778,3.125677,0.5094,0.5094
-2.615480,3.145031,0.5394,0.5394
-2.664205,3.165051,0.5295,0.5295
-2.712957,3.183908,0.5197,0.5197
-2.761738,3.202492,0.5598,0.5598
-2.810552,3.220824,0.5500,0.5500
-2.859402,3.238927,0.5500,0.5500
-2.908289,3.255836,0.6000,0.6000
-2.957218,3.273424,0.6098,0.6098
-3.006190,3.290843,0.6197,0.6197
-3.055209,3.308114,0.6795,0.6795
-3.104277,3.325143,0.6894,0.6894
-3.153398,3.341952,0.6992,0.6992
-3.202573,3.359547,0.7591,0.7591
-3.251807,3.376096,0.7591,0.7591
-3.301101,3.393476,0.7591,0.7591
-3.350459,3.409856,0.7689,0.7689
-3.399883,3.426127,0.7991,0.7991
-3.449376,3.443180,0.7689,0.7689
-3.498942,3.459186,0.7991,0.7991
-3.548582,3.475034,0.8091,0.8091
-3.598300,3.490748,0.8189,0.8189
-3.648098,3.506346,0.7991,0.7991
-3.697980,3.522722,0.8091,0.8091
-3.747948,3.538044,0.8189,0.8189
-3.798004,3.554188,0.7991,0.7991
-3.848153,3.569324,0.8189,0.8189
-3.898396,3.584343,0.7991,0.7991
-3.948737,3.600135,0.8091,0.8091
-3.999177,3.614871,0.8091,0.8091
-4.049721,3.630426,0.7991,0.7991
-4.100371,3.646825,0.8189,0.8189
-4.151130,3.663224,0.8091,0.8091
-4.202000,3.680634,0.7894,0.7894
-4.252000,3.699085,0.8189,0.8189
-4.302000,3.717739,0.8091,0.8091
-4.352000,3.737614,0.7991,0.7991
-4.402000,3.756890,0.8189,0.8189
-4.452000,3.777453,0.8091,0.8091
-4.502000,3.799341,0.8389,0.8389
-4.552000,3.820735,0.8189,0.8189
-4.602000,3.842541,0.8091,0.8091
-4.652000,3.863811,0.8389,0.8389
-4.702000,3.885446,0.8189,0.8189
-4.752000,3.906495,0.8389,0.8389
-4.802000,3.927858,0.8189,0.8189
-4.852000,3.948579,0.8389,0.8389
-4.902000,3.969556,0.8189,0.8189
-4.952000,3.990701,0.7991,0.7991
-5.002000,4.011926,0.8189,0.8189
-5.052000,4.033258,0.7894,0.7894
-5.102000,4.054725,0.7991,0.7991
-5.152000,4.075368,0.7689,0.7689
-5.202000,4.095212,0.8091,0.8091
-5.252000,4.114277,0.7991,0.7991
-5.302870,4.133567,0.7689,0.7689
-5.353629,4.152230,0.7991,0.7991
-5.405149,4.170280,0.7689,0.7689
-5.456451,4.188717,0.7591,0.7591
-5.507542,4.207551,0.7991,0.7991
-5.558427,4.226797,0.7689,0.7689
-5.609111,4.246466,0.7991,0.7991
-5.659600,4.265587,0.7689,0.7689
-5.709900,4.286024,0.7591,0.7591
-5.760016,4.306806,0.7689,0.7689
-5.809954,4.328815,0.7591,0.7591
-5.859721,4.351083,0.7991,0.7991
-5.909320,4.373510,0.7689,0.7689
-5.958759,4.396113,0.8091,0.8091
-6.008042,4.418906,0.7991,0.7991
-6.057175,4.441790,0.7689,0.7689
-6.106165,4.465653,0.8091,0.8091
-6.155016,4.489526,0.7991,0.7991
-6.203734,4.513315,0.8189,0.8189
-6.252326,4.537908,0.7991,0.7991
-6.300795,4.562341,0.7991,0.7991
-6.349149,4.585651,0.8189,0.8189
-6.397393,4.609711,0.7991,0.7991
-6.445533,4.633558,0.8091,0.8091
-6.493573,4.657099,0.7689,0.7689
-6.541521,4.681224,0.7991,0.7991
-6.589380,4.704974,0.7689,0.7689
-6.637158,4.728372,0.7991,0.7991
-6.684860,4.751443,0.7591,0.7591
-6.732491,4.775080,0.7689,0.7689
-6.780057,4.798326,0.7591,0.7591
-6.827564,4.821208,0.7689,0.7689
-6.875017,4.843752,0.7492,0.7492
-6.922422,4.866855,0.7591,0.7591
-6.969785,4.888694,0.7689,0.7689
-7.017111,4.911148,0.7591,0.7591
-7.064406,4.932393,0.7492,0.7492
-7.111675,4.953326,0.7091,0.7091
-7.158925,4.974844,0.6591,0.6591
-7.206161,4.995121,0.6492,0.6492
-7.253388,5.016040,0.5992,0.5992
-7.300612,5.036646,0.5992,0.5992
-7.347839,5.056968,0.5794,0.5794
-7.395075,5.077035,0.5395,0.5395
-7.442325,5.095894,0.5298,0.5298
-7.489594,5.115425,0.4900,0.4900
-7.536889,5.133803,0.4598,0.4598
-7.584215,5.152911,0.4695,0.4695
-7.631578,5.171792,0.4394,0.4394
-7.678983,5.189493,0.4295,0.4295
-7.726436,5.207894,0.4697,0.4697
-7.773943,5.225171,0.4598,0.4598
-7.821509,5.243205,0.5000,0.5000
-7.869140,5.260172,0.5000,0.5000
-7.916842,5.276967,0.5000,0.5000
-7.964620,5.294489,0.5500,0.5500
-8.012479,5.310911,0.5598,0.5598
-8.060427,5.327132,0.5697,0.5697
-8.108467,5.343178,0.6295,0.6295
-8.156607,5.359075,0.6394,0.6394
-8.204851,5.374737,0.6492,0.6492
-8.253205,5.390189,0.6591,0.6591
-8.301674,5.405459,0.7091,0.7091
-8.350266,5.421445,0.7291,0.7291
-8.398984,5.436320,0.7591,0.7591
-8.447835,5.450981,0.7592,0.7592
-8.496825,5.465457,0.7894,0.7894
-8.545958,5.479772,0.8189,0.8189
-8.595241,5.493955,0.7991,0.7991
-8.644680,5.508033,0.8091,0.8091
-8.694279,5.522901,0.8189,0.8189
-8.744046,5.537605,0.8389,0.8389
-8.793984,5.552175,0.8189,0.8189
-8.844100,5.566641,0.8389,0.8389
-8.894400,5.580918,0.8591,0.8591
-8.944889,5.594050,0.8189,0.8189
-8.995573,5.607920,0.8389,0.8389
-9.046458,5.620702,0.8591,0.8591
-9.097549,5.634278,0.8389,0.8389
-9.148851,5.648678,0.8389,0.8389
-9.200371,5.663063,0.8389,0.8389
-9.251130,5.678452,0.8189,0.8189
-9.302000,5.694878,0.8389,0.8389
-9.352000,5.711511,0.8189,0.8189
-9.402000,5.729373,0.8091,0.8091
-9.452000,5.747520,0.8389,0.8389
-9.502000,5.765993,0.8189,0.8189
-9.552000,5.784833,0.7991,0.7991
-9.602000,5.804081,0.8189,0.8189
-9.652000,5.823779,0.7991,0.7991
-9.702000,5.843852,0.8189,0.8189
-9.752000,5.863357,0.8091,0.8091
-9.802000,5.883202,0.7991,0.7991
-9.852000,5.902441,0.8189,0.8189
-9.902000,5.922964,0.7991,0.7991
-9.952000,5.943825,0.8189,0.8189
-10.002000,5.964077,0.7991,0.7991
-10.052000,5.984625,0.7689,0.7689
-10.102000,6.004521,0.8091,0.8091
-10.152000,6.024666,0.7991,0.7991
-10.202000,6.044980,0.8189,0.8189
-10.252000,6.064509,0.7991,0.7991
-10.302000,6.085139,0.7689,0.7689
-10.352000,6.105917,0.8091,0.8091
-10.402000,6.125892,0.7991,0.7991
-10.452000,6.145962,0.8189,0.8189
-10.502000,6.166044,0.8091,0.8091
-10.552000,6.185182,0.7991,0.7991
-10.602000,6.205258,0.8189,0.8189
-10.652000,6.224447,0.7991,0.7991
-10.702000,6.243646,0.8189,0.8189
-10.752000,6.262767,0.7991,0.7991
-10.802000,6.281838,0.7689,0.7689
-10.852000,6.300884,0.8091,0.8091
-10.902000,6.319819,0.7992,0.7992
-10.952000,6.339539,0.7894,0.7894
-11.002000,6.359090,0.8189,0.8189
-11.052000,6.379371,0.8091,0.8091
-11.102000,6.398560,0.8389,0.8389
-11.152000,6.417558,0.8189,0.8189
-11.202000,6.437263,0.7991,0.7991
-11.252000,6.456723,0.8189,0.8189
-11.302000,6.475858,0.8091,0.8091
-11.352000,6.495569,0.8389,0.8389
-11.402000,6.514037,0.8189,0.8189
-11.452000,6.533149,0.8091,0.8091
-11.502000,6.551956,0.8389,0.8389
-11.552000,6.571364,0.8189,0.8189
-11.602000,6.590425,0.8091,0.8091
-11.652000,6.609065,0.8389,0.8389
-11.702000,6.627320,0.8189,0.8189
-11.752000,6.645229,0.8389,0.8389
-11.802000,6.663701,0.8189,0.8189
-11.852000,6.681791,0.8091,0.8091
-11.902000,6.700411,0.8389,0.8389
-11.952000,6.718621,0.8189,0.8189
-12.002000,6.737219,0.7991,0.7991
-12.052000,6.757007,0.8189,0.8189
-12.102000,6.776070,0.8091,0.8091
-12.152000,6.796200,0.8389,0.8389
-12.202870,6.816356,0.8189,0.8189
-12.253629,6.836369,0.7991,0.7991
-12.305149,6.857059,0.8189,0.8189
-12.357321,6.877396,0.8091,0.8091
-12.409171,6.897224,0.8389,0.8389
-12.460705,6.917373,0.8189,0.8189
-12.512803,6.936825,0.8091,0.8091
-12.564492,6.956418,0.8389,0.8389
-12.616652,6.975143,0.8189,0.8189
-12.669185,6.993848,0.8591,0.8591
-12.721121,7.011530,0.8389,0.8389
-12.773348,7.028062,0.8189,0.8189
-12.825772,7.043318,0.8389,0.8389
-12.877431,7.058159,0.8189,0.8189
-12.929217,7.071598,0.8091,0.8091
-12.980171,7.083521,0.7992,0.7992
-13.031190,7.094800,0.8394,0.8394
-13.082185,7.104460,0.8295,0.8295
-13.132205,7.113383,0.8197,0.8197
-13.182151,7.120599,0.8098,0.8098
-13.231941,7.126015,0.8000,0.8000
-13.280629,7.130524,0.8000,0.8000
-13.329121,7.133169,0.8000,0.8000
-13.377341,7.133868,0.8000,0.8000
-13.425219,7.133523,0.8098,0.8098
-13.471815,7.131190,0.8197,0.8197
-13.518044,7.126797,0.8295,0.8295
-13.563839,7.121260,0.8394,0.8394
-13.609138,7.113644,0.8492,0.8492
-13.653879,7.104873,0.8591,0.8591
-13.698005,7.094023,0.8591,0.8591
-13.740590,7.081041,0.8189,0.8189
-13.782564,7.066862,0.8389,0.8389
-13.823875,7.050572,0.8691,0.8691
-13.863603,7.033115,0.8594,0.8594
-13.902683,7.013585,0.8895,0.8895
-13.941068,6.991950,0.8497,0.8497
-13.978715,6.969165,0.8798,0.8798
-14.014713,6.944335,0.9100,0.9100
-14.050005,6.918424,0.8798,0.8798
-14.083683,6.890546,0.8798,0.8798
-14.116693,6.860689,0.9197,0.9197
-14.149000,6.829827,0.8895,0.8895
-14.180572,6.797085,0.9294,0.9294
-14.210509,6.762463,0.9288,0.9288
-14.239765,6.726946,0.9089,0.9089
-14.268314,6.689672,0.9189,0.9189
-14.296132,6.650649,0.9189,0.9189
-14.323197,6.610876,0.8788,0.8788
-14.348622,6.569501,0.9089,0.9089
-14.373372,6.527528,0.8788,0.8788
-14.397432,6.484116,0.9089,0.9089
-14.420788,6.439293,0.8689,0.8689
-14.443432,6.394077,0.8689,0.8689
-14.464486,6.347635,0.8389,0.8389
-14.484927,6.300009,0.8500,0.8500
-14.504752,6.251242,0.8000,0.8000
-14.523958,6.201381,0.8000,0.8000
-14.542547,6.150475,0.8000,0.8000
-14.559654,6.099561,0.7598,0.7598
-14.576267,6.047827,0.7697,0.7697
-14.592393,5.995334,0.7795,0.7795
-14.608041,5.942145,0.7492,0.7492
-14.623226,5.888326,0.7591,0.7591
-14.637962,5.833947,0.7689,0.7689
-14.652267,5.780065,0.7492,0.7492
-14.666163,5.725886,0.7591,0.7591
-14.679674,5.671491,0.7689,0.7689
-14.692826,5.616964,0.7991,0.7991
-14.705650,5.562390,0.7591,0.7591
-14.718178,5.507859,0.7689,0.7689
-14.730444,5.454447,0.7991,0.7991
-14.743358,5.401381,0.8091,0.8091
-14.755978,5.348762,0.7689,0.7689
-14.768352,5.296693,0.7991,0.7991
-14.780528,5.245279,0.8000,0.8000
-14.792559,5.194629,0.8098,0.8098
-14.804500,5.143870,0.7697,0.7697
-14.816408,5.093000,0.7894,0.7894
-14.828346,5.043000,0.7992,0.7992
-14.840375,4.993000,0.8091,0.8091
-14.851578,4.943000,0.8189,0.8189
-14.862892,4.893000,0.7795,0.7795
-14.873400,4.843000,0.7894,0.7894
-14.883059,4.793000,0.7992,0.7992
-14.892807,4.743000,0.8000,0.8000
-14.902716,4.693000,0.7598,0.7598
-14.911877,4.643000,0.7697,0.7697
-14.921234,4.593000,0.7795,0.7795
-14.929881,4.543000,0.7894,0.7894
-14.937781,4.493000,0.7992,0.7992
-14.945882,4.443000,0.8000,0.8000
-14.953279,4.393000,0.7598,0.7598
-14.959939,4.343000,0.7697,0.7697
-14.966813,4.293000,0.7795,0.7795
-14.973000,4.243000,0.7894,0.7894
-14.979452,4.193000,0.7992,0.7992
-14.985271,4.143000,0.7992,0.7992
-14.991300,4.093000,0.7894,0.7894
-14.997512,4.043000,0.7689,0.7689
-15.003886,3.993000,0.7500,0.7500
-15.009416,3.943000,0.7500,0.7500
-15.015069,3.893000,0.7500,0.7500
-15.019956,3.843000,0.7500,0.7500
-15.024061,3.793000,0.7500,0.7500
-15.027366,3.743000,0.7500,0.7500
-15.031710,3.693000,0.7492,0.7492
-15.035227,3.643000,0.7394,0.7394
-15.038774,3.593000,0.7295,0.7295
-15.041361,3.543000,0.7197,0.7197
-15.042977,3.493000,0.7098,0.7098
-15.044484,3.443000,0.7000,0.7000
-15.045878,3.393000,0.6992,0.6992
-15.046284,3.343000,0.6894,0.6894
-15.045701,3.293000,0.6795,0.6795
-15.045109,3.243000,0.6697,0.6697
-15.044509,3.193000,0.6598,0.6598
-15.042919,3.143000,0.6500,0.6500
-15.041213,3.093000,0.6500,0.6500
-15.040265,3.043000,0.6492,0.6492
-15.038232,2.993000,0.6394,0.6394
-15.036982,2.943000,0.6295,0.6295
-15.034674,2.893000,0.6197,0.6197
-15.032198,2.843000,0.6098,0.6098
-15.028588,2.793000,0.6000,0.6000
-15.025718,2.743000,0.6000,0.6000
-15.022630,2.693000,0.6000,0.6000
-15.018367,2.643000,0.6000,0.6000
-15.013827,2.593000,0.6000,0.6000
-15.008928,2.543000,0.5992,0.5992
-15.003702,2.493000,0.5894,0.5894
-14.998188,2.443000,0.6295,0.6295
-14.992309,2.393000,0.6197,0.6197
-14.985994,2.343000,0.6098,0.6098
-14.978304,2.293000,0.6000,0.6000
-14.971138,2.243000,0.6000,0.6000
-14.962693,2.193000,0.6000,0.6000
-14.953890,2.143000,0.6000,0.6000
-14.943797,2.093000,0.6500,0.6500
-14.932469,2.043000,0.6500,0.6500
-14.921813,1.993000,0.6500,0.6500
-14.910035,1.943000,0.6500,0.6500
-14.898064,1.893000,0.7000,0.7000
-14.885847,1.843000,0.7000,0.7000
-14.873335,1.793000,0.6892,0.6892
-14.859612,1.743000,0.6591,0.6591
-14.845615,1.693000,0.6992,0.6992
-14.831301,1.643000,0.6894,0.6894
-14.815758,1.593000,0.6795,0.6795
-14.799930,1.543000,0.7197,0.7197
-14.783779,1.493000,0.7098,0.7098
-14.766400,1.443000,0.6892,0.6892
-14.748741,1.393000,0.7091,0.7091
-14.729786,1.343000,0.6992,0.6992
-14.709502,1.293000,0.6892,0.6892
-14.688841,1.243000,0.7091,0.7091
-14.667774,1.193000,0.6992,0.6992
-14.645403,1.143000,0.7394,0.7394
-14.622687,1.093000,0.7295,0.7295
-14.598731,1.043000,0.7697,0.7697
-14.574496,0.993000,0.7598,0.7598
-14.549960,0.943000,0.8000,0.8000
-14.525105,0.893000,0.8000,0.8000
-14.499046,0.843000,0.8389,0.8389
-14.472751,0.793000,0.8098,0.8098
-14.446208,0.743000,0.8098,0.8098
-14.419407,0.693000,0.7797,0.7797
-14.391471,0.643000,0.7894,0.7894
-14.363376,0.593000,0.7592,0.7592
-14.335120,0.543000,0.7689,0.7689
-14.306700,0.493000,0.7591,0.7591
-14.277248,0.443000,0.7992,0.7992
-14.247749,0.393000,0.8195,0.8195
-14.218208,0.343000,0.7894,0.7894
-14.188633,0.293000,0.7991,0.7991
-14.158162,0.243000,0.7689,0.7689
-14.127790,0.193000,0.7894,0.7894
-14.097530,0.142130,0.7991,0.7991
-14.067397,0.091371,0.7689,0.7689
-14.036426,0.040721,0.7894,0.7894
-14.004634,-0.009823,0.7592,0.7592
-13.971170,-0.060263,0.7689,0.7689
-13.937904,-0.110604,0.7894,0.7894
-13.904854,-0.161717,0.7592,0.7592
-13.872042,-0.212624,0.7689,0.7689
-13.839491,-0.263331,0.7797,0.7797
-13.807229,-0.313843,0.7495,0.7495
-13.774300,-0.364165,0.7592,0.7592
-13.740734,-0.414304,0.7689,0.7689
-13.706561,-0.464265,0.7495,0.7495
-13.672680,-0.514054,0.7592,0.7592
-13.639125,-0.563676,0.7689,0.7689
-13.604946,-0.613137,0.7495,0.7495
-13.571047,-0.662443,0.7592,0.7592
-13.537469,-0.711599,0.7689,0.7689
-13.504250,-0.760611,0.7398,0.7398
-13.471436,-0.809485,0.7495,0.7495
-13.438088,-0.859096,0.7592,0.7592
-13.405123,-0.908469,0.7291,0.7291
-13.371606,-0.957611,0.7398,0.7398
-13.337472,-1.006531,0.7797,0.7797
-13.303640,-1.056109,0.7495,0.7495
-13.269178,-1.105370,0.7592,0.7592
-13.234139,-1.154326,0.7689,0.7689
-13.197704,-1.202989,0.7700,0.7700
-13.161778,-1.251369,0.7398,0.7398
-13.124559,-1.299478,0.7495,0.7495
-13.086094,-1.347327,0.7592,0.7592
-13.048287,-1.394927,0.7689,0.7689
-13.009332,-1.442291,0.7398,0.7398
-12.970145,-1.489428,0.7398,0.7398
-12.930772,-1.536351,0.7398,0.7398
-12.891262,-1.583070,0.7495,0.7495
-12.851545,-1.629597,0.7592,0.7592
-12.811555,-1.676814,0.7291,0.7291
-12.772207,-1.723750,0.7591,0.7591
-12.732567,-1.771289,0.7495,0.7495
-12.693554,-1.819333,0.7398,0.7398
-12.654236,-1.866919,0.7000,0.7000
-12.615535,-1.914936,0.7000,0.7000
-12.577507,-1.963292,0.7097,0.7097
-12.539225,-2.011898,0.7194,0.7194
-12.501617,-2.059799,0.7097,0.7097
-12.463758,-2.107891,0.6698,0.6698
-12.425596,-2.156093,0.7000,0.7000
-12.387077,-2.204323,0.7000,0.7000
-12.349132,-2.251633,0.7097,0.7097
-12.310839,-2.298932,0.6795,0.6795
-12.272148,-2.346143,0.6795,0.6795
-12.233992,-2.392324,0.6698,0.6698
-12.195453,-2.437519,0.6698,0.6698
-12.156484,-2.482639,0.6300,0.6300
-12.118021,-2.526745,0.6300,0.6300
-12.079148,-2.570753,0.6300,0.6300
-12.039821,-2.613725,0.6300,0.6300
-12.000978,-2.655710,0.6698,0.6698
-11.961707,-2.697627,0.6397,0.6397
-11.921966,-2.738541,0.6397,0.6397
-11.882697,-2.778503,0.6300,0.6300
-11.842990,-2.818434,0.6300,0.6300
-11.803791,-2.857404,0.5998,0.5998
-11.764192,-2.895466,0.6300,0.6300
-11.724156,-2.933543,0.6300,0.6300
-11.683648,-2.970708,0.6300,0.6300
-11.643614,-3.007888,0.6000,0.6000
-11.603151,-3.044157,0.6000,0.6000
-11.562224,-3.080444,0.5598,0.5598
-11.520801,-3.115828,0.5197,0.5197
-11.479831,-3.151240,0.4697,0.4697
-11.438414,-3.185761,0.4295,0.4295
-11.396518,-3.219457,0.3995,0.3995
-11.354112,-3.253261,0.3995,0.3995
-11.312149,-3.287127,0.3898,0.3898
-11.269733,-3.320142,0.3898,0.3898
-11.226833,-3.353247,0.3597,0.3597
-11.183422,-3.385529,0.3795,0.3795
-11.140456,-3.417063,0.3995,0.3995
-11.097039,-3.448792,0.3795,0.3795
-11.053147,-3.479694,0.4295,0.4295
-11.008753,-3.509730,0.4697,0.4697
-10.963833,-3.539847,0.4598,0.4598
-10.919345,-3.569139,0.5000,0.5000
-10.875381,-3.598556,0.5098,0.5098
-10.831052,-3.627194,0.5697,0.5697
-10.786337,-3.655022,0.5795,0.5795
-10.741217,-3.682877,0.6095,0.6095
-10.695671,-3.709860,0.5992,0.5992
