x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
8.502065,17.975755,1.5173,1.2757,3.128926,0.006322,6.0000
8.251894,17.978135,1.5219,1.2789,3.135455,0.006731,6.0000
8.001272,17.978829,1.5212,1.3100,-3.141068,0.006593,6.0000
7.751484,17.977872,1.5222,1.3279,-3.135666,0.004201,6.0000
7.501922,17.975869,1.5241,1.3259,-3.136240,-0.005342,6.0000
7.251783,17.975197,1.5248,1.3252,3.135245,-0.018119,6.0000
7.002515,17.979039,1.5426,1.3290,3.110599,-0.031341,6.0000
6.754150,17.990626,1.5594,1.3406,3.076876,-0.036091,6.0000
6.504190,18.011334,1.5387,1.3688,3.044269,-0.029073,6.0000
6.253520,18.039503,1.5105,1.4395,3.023503,-0.012246,6.0000
6.002949,18.070803,1.4792,1.4708,3.016175,-0.002275,6.0000
5.752260,18.102702,1.4473,1.5059,3.012628,-0.004730,6.0000
5.500896,18.135911,1.4141,1.5760,3.007560,-0.005271,6.0000
5.249336,18.170517,1.3794,1.6206,3.007363,0.004873,6.0000
4.997516,18.203889,1.3460,1.6668,3.020840,0.021655,6.0000
4.744971,18.231718,1.3181,1.7319,3.052003,0.039919,6.0000
4.492950,18.249214,1.3006,1.7691,3.101666,0.058380,6.0000
4.241114,18.251846,1.2979,1.8029,-3.116751,0.070155,6.0000
3.989775,18.236712,1.2708,1.8150,-3.046709,0.068931,6.0000
3.739630,18.204120,1.2954,1.8166,-2.981231,0.060754,6.0000
3.490564,18.155964,1.3435,1.8093,-2.922105,0.055783,6.0000
3.242763,18.093278,1.4062,1.7803,-2.862317,0.061169,6.0000
2.997359,18.014527,1.4850,1.7507,-2.795866,0.067851,6.0000
2.756252,17.918040,1.5399,1.7031,-2.724651,0.068834,6.0000
2.519048,17.802679,1.6480,1.6363,-2.652999,0.066486,6.0000
2.284796,17.667422,1.7842,1.5599,-2.579737,0.068995,6.0000
2.055830,17.511065,1.9062,1.4629,-2.500370,0.073097,6.0000
1.832096,17.329506,2.0755,1.3554,-2.422601,0.062603,6.0000
1.615088,17.125291,2.2545,1.2289,-2.356099,0.054404,6.0000
1.423734,16.921066,2.4439,1.1020,-2.308276,0.031352,6.0000
1.262583,16.737273,2.6158,1.0134,-2.284260,0.015698,6.0000
1.131767,16.583753,2.7686,0.9466,-2.271575,0.015858,6.0000
1.034001,16.466319,2.8978,0.8999,-2.263211,0.008222,6.0000
0.964691,16.382313,3.0244,0.8785,-2.261500,-0.006122,6.0000
0.921613,16.330342,3.0815,0.8603,-2.262415,0.005393,6.0000
0.893577,16.296432,2.9483,0.8424,-2.261472,0.001979,6.0000
0.864522,16.261264,2.8060,0.7971,-2.261944,-0.004498,6.0000
0.820624,16.208246,2.6860,0.7446,-2.263152,-0.003424,6.0000
0.751490,16.124967,2.5746,0.7130,-2.263640,0.000022,6.0000
0.649501,16.002107,2.4545,0.7164,-2.259305,0.009787,6.0000
0.512660,15.834714,2.3129,0.7650,-2.247128,0.016535,6.0000
0.346179,15.624188,2.1465,0.8556,-2.220740,0.031212,6.0000
0.165343,15.377787,1.9659,0.9883,-2.171386,0.052140,6.0000
-0.002805,15.114724,1.7974,1.1106,-2.103108,0.061942,6.0000
-0.142185,14.855691,1.6306,1.2422,-2.028200,0.065637,6.0000
-0.254469,14.603440,1.4955,1.3271,-1.956862,0.061325,6.0000
-0.346588,14.352809,1.4034,1.3966,-1.894233,0.054995,6.0000
-0.422496,14.102180,1.3275,1.4725,-1.835640,0.056574,6.0000
-0.482770,13.850692,1.2672,1.5328,-1.774869,0.061004,6.0000
-0.526653,13.598890,1.2233,1.5767,-1.712193,0.061563,6.0000
-0.554435,13.347234,1.1955,1.6045,-1.651691,0.057796,6.0000
-0.567421,13.096024,1.1825,1.6175,-1.596625,0.051542,6.0000
-0.567400,12.845417,1.1409,1.6175,-1.547429,0.046539,6.0000
-0.555722,12.595456,1.1442,1.6058,-1.502803,0.042785,6.0000
-0.533480,12.347320,1.1665,1.5835,-1.462059,0.038596,6.0000
-0.501498,12.098755,1.1985,1.5515,-1.426006,0.033211,6.0000
-0.460768,11.848644,1.2392,1.5108,-1.397805,0.022758,6.0000
-0.414170,11.598989,1.2691,1.4642,-1.381848,0.008713,6.0000
-0.365372,11.349792,1.2856,1.4154,-1.378797,-0.002709,6.0000
-0.317292,11.100628,1.3327,1.3673,-1.383062,-0.005690,6.0000
-0.270638,10.851118,1.3794,1.3206,-1.389182,-0.006374,6.0000
-0.225649,10.601589,1.4244,1.2756,-1.398546,-0.012160,6.0000
-0.183990,10.353068,1.4396,1.2340,-1.416376,-0.023248,6.0000
-0.148309,10.104734,1.4518,1.1982,-1.443320,-0.030441,6.0000
-0.120296,9.856122,1.4798,1.1852,-1.475472,-0.033770,6.0000
-0.100709,9.606901,1.4994,1.2006,-1.509492,-0.034231,6.0000
-0.089655,9.356918,1.5105,1.1895,-1.542308,-0.031203,6.0000
-0.086414,9.105240,1.4789,1.1863,-1.569011,-0.022059,6.0000
-0.088757,8.853832,1.4613,1.1887,-1.587017,-0.013783,6.0000
-0.094553,8.603507,1.4555,1.1945,-1.598364,-0.008824,6.0000
-0.102556,8.353384,1.4475,1.2025,-1.603854,-0.002139,6.0000
-0.111103,8.103036,1.4129,1.2111,-1.600647,0.008545,6.0000
-0.117504,7.852781,1.3825,1.2412,-1.587638,0.017468,6.0000
-0.119527,7.602944,1.3805,1.2695,-1.569972,0.017837,6.0000
-0.117092,7.352867,1.3830,1.2670,-1.553476,0.015126,6.0000
-0.110854,7.102263,1.3739,1.2608,-1.539659,0.012486,6.0000
-0.101494,6.852091,1.3495,1.2515,-1.528721,0.009386,6.0000
-0.089839,6.603112,1.3602,1.2398,-1.519744,0.008575,6.0000
-0.076045,6.354051,1.3741,1.2413,-1.512778,0.005381,6.0000
-0.060878,6.104494,1.3866,1.2608,-1.508830,0.002522,6.0000
-0.045044,5.854397,1.3590,1.2449,-1.507032,0.001069,6.0000
-0.028926,5.604071,1.3711,1.2289,-1.506312,0.000368,6.0000
-0.012733,5.354018,1.3873,1.2127,-1.505128,0.001999,6.0000
0.003922,5.104580,1.4016,1.1960,-1.502175,0.003906,6.0000
0.021534,4.855446,1.3756,1.1871,-1.495822,0.008782,6.0000
0.041393,4.605727,1.3915,1.2085,-1.486861,0.009081,6.0000
0.063653,4.354827,1.4137,1.1863,-1.480824,0.002959,6.0000
0.086605,4.104582,1.4346,1.1633,-1.483042,-0.007433,6.0000
0.107537,3.856027,1.4116,1.1424,-1.496027,-0.018503,6.0000
0.123907,3.606611,1.4240,1.1260,-1.517333,-0.024040,6.0000
0.134315,3.355639,1.4344,1.1312,-1.542652,-0.026541,6.0000
0.138028,3.105024,1.4240,1.1619,-1.567427,-0.022964,6.0000
0.135999,2.855853,1.3871,1.1639,-1.586032,-0.014204,6.0000
0.130427,2.606171,1.3805,1.1695,-1.596835,-0.007415,6.0000
0.122958,2.355108,1.3730,1.1770,-1.601975,-0.002858,6.0000
0.114761,2.103880,1.3510,1.1852,-1.603576,-0.000330,6.0000
0.106507,1.853434,1.3076,1.2022,-1.604602,-0.001720,6.0000
0.097832,1.603298,1.2979,1.2521,-1.609116,-0.007271,6.0000
0.087298,1.352382,1.2873,1.2627,-1.616901,-0.008239,6.0000
0.074666,1.101182,1.2501,1.2753,-1.625047,-0.007962,6.0000
0.060011,0.849897,1.2100,1.2900,-1.634153,-0.010122,6.0000
0.042774,0.598482,1.1927,1.3073,-1.644323,-0.010051,6.0000
0.022957,0.346848,1.1728,1.3311,-1.650123,-0.001451,6.0000
0.002723,0.094649,1.1190,1.3962,-1.646109,0.009412,6.0000
-0.015052,-0.156871,1.0847,1.4153,-1.634905,0.012869,6.0000
-0.029464,-0.406733,1.0703,1.4297,-1.622697,0.011534,6.0000
-0.040894,-0.654352,1.0590,1.4410,-1.609130,0.015628,6.0000
-0.048520,-0.903606,1.0108,1.4486,-1.589954,0.022726,6.0000
-0.050488,-1.155053,0.9994,1.4506,-1.564990,0.027366,6.0000
-0.045614,-1.404083,1.0043,1.4457,-1.532133,0.038467,6.0000
-0.031266,-1.651955,1.0187,1.4404,-1.484535,0.056761,6.0000
-0.002642,-1.901010,1.0069,1.4527,-1.419649,0.073265,6.0000
0.044204,-2.147466,1.0442,1.4058,-1.340034,0.083458,6.0000
0.113524,-2.395444,1.1135,1.3365,-1.244445,0.098802,6.0000
0.213884,-2.648803,1.2139,1.2361,-1.124067,0.123439,6.0000
0.352872,-2.895099,1.3130,1.1009,-0.975712,0.144048,6.0000
0.530474,-3.116478,1.4820,0.9656,-0.810891,0.155281,6.0000
0.733894,-3.296060,1.6937,0.8324,-0.656720,0.144518,6.0000
0.926159,-3.421497,1.9123,0.7187,-0.531116,0.132950,6.0000
1.081048,-3.499984,2.0800,0.6368,-0.442193,0.107107,6.0000
1.192697,-3.547693,2.2784,0.5994,-0.388896,0.082650,6.0000
1.274836,-3.579392,2.4895,0.5701,-0.357732,0.062888,6.0000
1.353886,-3.607948,2.5559,0.5447,-0.328381,0.080911,5.9333
1.459259,-3.642228,2.5265,0.5208,-0.287841,0.106855,5.7623
1.579428,-3.674723,2.4993,0.5019,-0.190993,0.177498,5.5860
